File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),PMID,License
oa_package/c0/52/PMC11564867.tar.gz,ChemistryOpen. 2024 Aug 30; 13(11):e202400136,PMC11564867,2024-11-15 19:25:15,39212272.0,CC BY
oa_package/be/10/PMC9603715.tar.gz,Int J Environ Res Public Health. 2022 Oct 21; 19(20):13709,PMC9603715,2025-08-23 11:25:14,36294287.0,CC BY
oa_package/b2/6d/PMC10997096.tar.gz,PLoS One. 2024 Apr 5; 19(4):e0301873,PMC10997096,2024-11-13 08:25:18,38578759.0,CC BY
oa_package/f3/8b/PMC6480819.tar.gz,BMC Psychol. 2019 Apr 24; 7:25,PMC6480819,2019-05-02 20:19:34,31014389.0,CC BY
oa_package/f9/d9/PMC3792742.tar.gz,Cereb Cortex. 2013 Nov 23; 23(11):2677-2689,PMC3792742,2013-10-17 20:09:58,22918987.0,CC BY-NC
oa_package/dd/3d/PMC6299441.tar.gz,Theranostics. 2018 Nov 12; 8(21):5903-5914,PMC6299441,2019-03-05 11:56:07,30613270.0,CC BY-NC
oa_package/d3/ad/PMC9594576.tar.gz,Eur J Public Health. 2022 Oct 25; 32(Suppl 3):ckac131.223,PMC9594576,2022-11-22 19:10:16,,CC BY
oa_package/8d/db/PMC9046366.tar.gz,Support Care Cancer. 2022 Jan 26; 30(6):4699-4709,PMC9046366,2022-06-10 06:16:43,35083543.0,CC BY
oa_package/d7/74/PMC7114450.tar.gz,J Cardiovasc Imaging. 2020 Apr 13; 28(2):137-149,PMC7114450,2020-04-07 20:35:31,32233166.0,CC BY-NC
oa_package/bf/c5/PMC8139924.tar.gz,Arch Orthop Trauma Surg. 2021 May 5; 141(6):1081-1082,PMC8139924,2021-07-30 23:16:49,33950276.0,CC BY
oa_package/f5/99/PMC7160125.tar.gz,Commun Biol. 2020 Apr 15; 3:174,PMC7160125,2024-04-23 17:25:27,32296133.0,CC BY
oa_package/30/35/PMC7350029.tar.gz,Int J Mol Sci. 2020 Jun 25; 21(12):4514,PMC7350029,2024-12-27 14:25:16,32630435.0,CC BY
oa_package/84/26/PMC7377700.tar.gz,Soc Sci Med. 2020 Sep 23; 261:113235,PMC7377700,2024-03-28 08:25:29,32730961.0,NO-CC CODE
oa_package/4f/0f/PMC2592968.tar.gz,Yale J Biol Med. 1971 Feb-Apr; 43(4-5):213-222,PMC2592968,2011-06-28 20:37:03,5578741.0,NO-CC CODE
oa_package/1f/c7/PMC12244871.tar.gz,J Pharm Bioallied Sci. 2025 Jun 18; 17(Suppl 2):S1949-S1951,PMC12244871,2025-07-14 11:25:24,40655718.0,CC BY-NC-SA
oa_package/a5/c6/PMC12116035.tar.gz,Viruses. 2025 Apr 29; 17(5):644,PMC12116035,2025-05-29 10:25:15,40431659.0,CC BY
oa_package/1e/67/PMC5168242.tar.gz,Ind Med Gaz. 1912 Mar; 47(3):121e-123,PMC5168242,2022-11-10 09:10:11,29005422.0,CC BY-NC
oa_package/56/15/PMC12685820.tar.gz,Front Med (Lausanne).; 12:1665823,PMC12685820,2025-12-11 04:25:12,41377804.0,CC BY
oa_package/d7/db/PMC6356484.tar.gz,Materials (Basel). 2019 Jan 18; 12(2):307,PMC6356484,2019-02-04 19:20:57,30669421.0,CC BY
oa_package/10/bd/PMC11831496.tar.gz,Cancer Med. 2025 Feb 17; 14(4):e70698,PMC11831496,2025-02-20 18:26:18,39960141.0,CC BY
oa_package/39/50/PMC9696199.tar.gz,Membranes (Basel). 2022 Oct 29; 12(11):1070,PMC9696199,2024-06-27 17:25:13,36363625.0,CC BY
oa_package/71/db/PMC11658720.tar.gz,Transplant Direct. 2024 Dec 18; 11(1):e1734,PMC11658720,2024-12-20 12:25:36,39703725.0,CC BY
oa_package/a4/ec/PMC10020194.tar.gz,Front Psychol. 2023 Mar 3; 14:1010408,PMC10020194,2025-09-11 10:25:41,36935965.0,CC BY
oa_package/e0/a2/PMC10143458.tar.gz,Medicina (Kaunas). 2023 Apr 17; 59(4):775,PMC10143458,2023-05-01 00:25:15,37109733.0,CC BY
oa_package/5d/84/PMC11614457.tar.gz,J Strength Cond Res. 2025 Jan 20; 39(1):e56-e61,PMC11614457,2024-12-04 05:25:13,39311718.0,CC BY
oa_package/e0/12/PMC5137414.tar.gz,Nucleic Acids Res. 2016 Dec 1; 44(21):ii,PMC5137414,2018-03-28 23:15:11,,NO-CC CODE
oa_package/7b/6c/PMC9100722.tar.gz,World J Clin Cases. 2022 Apr 26; 10(12):3907-3915,PMC9100722,2024-08-26 14:25:18,35647174.0,CC BY-NC
oa_package/40/50/PMC9184981.tar.gz,Acute Crit Care. 2022 May 16; 37(2):258-262,PMC9184981,2022-06-14 20:16:44,34634842.0,CC BY-NC
oa_package/4b/e1/PMC12033090.tar.gz,Environ Manage. 2025 Feb 22; 75(5):1201-1215,PMC12033090,2025-04-28 05:25:15,39984732.0,CC BY
oa_package/43/f7/PMC10947625.tar.gz,Int Braz J Urol. 2024 Feb 7; 49(6):732-739,PMC10947625,2024-03-19 13:25:13,37903007.0,CC BY
oa_package/12/3e/PMC12533399.tar.gz,Adv Sci (Weinh). 2025 Jul 25; 12(39):e08977,PMC12533399,2025-10-18 06:25:55,40709669.0,CC BY
oa_package/a9/1b/PMC8340275.tar.gz,BMJ Open Diabetes Res Care. 2021 Aug 4; 9(1):e002296,PMC8340275,2021-08-20 20:16:34,34348918.0,CC BY-NC
oa_package/fe/49/PMC9519726.tar.gz,Arch Gynecol Obstet. 2022 Feb 11; 306(5):1411-1415,PMC9519726,2025-02-21 19:25:25,35147761.0,CC BY
oa_package/83/71/PMC7748182.tar.gz,Medicine (Baltimore). 2020 Dec 18; 99(51):e23729,PMC7748182,2024-03-30 23:25:15,33371125.0,CC BY
oa_package/b4/d0/PMC11456530.tar.gz,Front Psychiatry. 2024 Sep 23; 15:1360623,PMC11456530,2024-10-08 05:25:42,39376966.0,CC BY
oa_package/8a/2d/PMC4228519.tar.gz,Nurs Midwifery Stud. 2014 Apr 17; 3(1):e17987,PMC4228519,2022-04-22 08:16:46,25414895.0,CC BY
oa_package/f9/4e/PMC7205454.tar.gz,QJM. 2020 May 31; 113(5):313-319,PMC7205454,2020-05-12 20:35:29,31670784.0,CC BY-NC-ND
oa_package/67/cf/PMC9614343.tar.gz,Front Plant Sci. 2022 Oct 14; 13:1031891,PMC9614343,2023-03-27 17:10:31,36311113.0,CC BY
oa_package/56/b1/PMC11035454.tar.gz,Appl Biochem Biotechnol. 2024 Jul 24; 196(4):2176-2195,PMC11035454,2024-04-25 04:25:12,37486539.0,CC BY
oa_package/13/24/PMC10650377.tar.gz,Diagnostics (Basel). 2023 Nov 1; 13(21):3360,PMC10650377,2024-10-12 08:25:41,37958257.0,CC BY
oa_package/2b/cb/PMC8730627.tar.gz,Can J Pain.; 1(1):21629-225,PMC8730627,2022-01-10 10:16:39,35005356.0,CC BY
oa_package/72/f1/PMC10310165.tar.gz,Med Exam (Phila). 1853 Jul; 9(103):455-457,PMC10310165,2023-12-28 07:25:09,38121681.0,CC0
oa_package/dc/92/PMC10672735.tar.gz,Molecules. 2023 Nov 9; 28(22):7498,PMC10672735,2025-08-29 16:25:37,38005220.0,CC BY
oa_package/e2/b1/PMC10056087.tar.gz,Sensors (Basel). 2023 Mar 16; 23(6):3178,PMC10056087,2023-04-01 13:10:11,36991892.0,CC BY
oa_package/f3/04/PMC8580922.tar.gz,Environ Sci Pollut Res Int. 2021 Jun 24; 28(43):60968-60980,PMC8580922,2024-05-07 17:25:28,34165737.0,CC BY
oa_package/fe/f4/PMC6929660.tar.gz,J Nematol. 2019 Apr 15; 51:e2019-08,PMC6929660,2020-01-28 19:18:30,31088020.0,CC BY
oa_package/a5/b3/PMC12061428.tar.gz,PLoS One. 2025 May 8; 20(5):e0320519,PMC12061428,2025-05-10 07:25:13,40341725.0,CC BY
oa_package/cb/cb/PMC7306220.tar.gz,PeerJ. 2020 Jun 18; 8:e9313,PMC7306220,2020-12-11 06:16:25,32596044.0,CC BY
oa_package/0b/b7/PMC5320155.tar.gz,Edinb Med J. 1879 Feb; 24(8):681-693,PMC5320155,2022-11-14 07:10:16,29639673.0,CC BY-NC
oa_package/43/a1/PMC1609130.tar.gz,PLoS Biol. 2006 Nov 17; 4(11):e344,PMC1609130,2021-09-08 07:16:41,17048988.0,CC BY
oa_package/5c/33/PMC4878294.tar.gz,Front Microbiol. 2016 May 24; 7:723,PMC4878294,2016-06-03 20:18:05,27252683.0,CC BY
oa_package/bf/80/PMC11652399.tar.gz,Acta Neurochir (Wien). 2024 Dec 18; 166(1):506,PMC11652399,2025-02-22 19:25:15,39690339.0,CC BY-NC-ND
oa_package/52/b4/PMC4535963.tar.gz,Genom Data. 2014 Nov 15; 3:41-48,PMC4535963,2024-07-07 19:25:13,26484146.0,CC BY-NC-ND
oa_package/19/67/PMC6500329.tar.gz,BMJ Open. 2019 Apr 3; 9(4):e025159,PMC6500329,2023-10-10 19:25:15,30948578.0,CC BY-NC
oa_package/68/28/PMC9102628.tar.gz,Cancers (Basel). 2022 Apr 25; 14(9):2132,PMC9102628,2022-06-11 12:16:38,35565261.0,CC BY
oa_package/74/13/PMC12530618.tar.gz,PLoS One. 2025 Oct 16; 20(10):e0334515,PMC12530618,2025-10-17 07:25:16,41100563.0,CC BY
oa_package/63/4e/PMC9794976.tar.gz,iScience. 2022 Dec 5; 26(1):105723,PMC9794976,2024-07-10 22:25:23,36590169.0,CC BY-NC-ND
oa_package/6e/63/PMC11762704.tar.gz,Sci Rep. 2025 Jan 25; 15:3166,PMC11762704,2025-01-29 02:25:26,39863825.0,CC BY-NC-ND
oa_package/4d/f8/PMC6631107.tar.gz,Polymers (Basel). 2019 Jun 3; 11(6):970,PMC6631107,2024-04-17 19:25:14,31163623.0,CC BY
oa_package/76/7a/PMC7825238.tar.gz,BMC Surg. 2021 Jan 23; 21:58,PMC7825238,2021-01-26 22:16:22,33485359.0,CC BY
oa_package/ad/db/PMC4883057.tar.gz,Int J Surg Case Rep. 2016 Feb 4; 20(Suppl):1-4,PMC4883057,2016-10-12 12:20:32,26923475.0,CC BY-NC-ND
oa_package/f0/8f/PMC3124188.tar.gz,Crit Care. 2011 Jun 22; 15(Suppl 2):P38,PMC3124188,2011-06-27 20:22:56,,CC BY
oa_package/04/86/PMC2391109.tar.gz,Br J Cancer. 2008 May 6; 98(9):1533-1535,PMC2391109,2022-02-04 10:16:39,18392055.0,CC BY
oa_package/93/64/PMC11521261.tar.gz,PLoS One. 2024 Oct 29; 19(10):e0304848,PMC11521261,2024-10-30 08:25:41,39471133.0,CC BY
oa_package/a6/cc/PMC10485731.tar.gz,Cureus.; 15(9):e44884,PMC10485731,2023-09-12 10:25:09,37692184.0,CC BY
oa_package/c9/76/PMC8697276.tar.gz,Foot Ankle Orthop. 2019 Nov 7; 4(4):2473011419884274,PMC8697276,2022-01-31 10:16:41,35097346.0,CC BY-NC
oa_package/c0/3e/PMC9297387.tar.gz,Chem Sci.; 13(28):8297-8306,PMC9297387,2022-08-03 11:17:05,35919709.0,CC BY
oa_package/58/60/PMC4820887.tar.gz,J Biomed Res. 2016 Mar 11; 30(2):101-111,PMC4820887,2023-07-19 16:25:10,28276665.0,NO-CC CODE
oa_package/85/c6/PMC3823172.tar.gz,J Cell Mol Med. 2013 Jun 20; 17(6):i-ii,PMC3823172,2014-12-03 19:07:44,,CC BY
oa_package/22/ee/PMC6174888.tar.gz,Clin Interv Aging. 2018 Oct 4; 13:1899-1905,PMC6174888,2024-09-12 09:25:15,30323576.0,CC BY-NC
oa_package/62/30/PMC3785476.tar.gz,PLoS One. 2013 Sep 27; 8(9):e73523,PMC3785476,2020-12-16 06:16:22,24086283.0,CC BY
oa_package/2a/40/PMC4008277.tar.gz,Case Rep Cardiol. 2014 Jan 6; 2014:976494,PMC4008277,2017-05-11 13:47:36,24826315.0,CC BY
oa_package/e3/b5/PMC12329465.tar.gz,JAAD Case Rep. 2025 Jun 14; 63:47-49,PMC12329465,2025-08-11 11:25:18,40787060.0,CC BY
oa_package/3d/ce/PMC5087637.tar.gz,Development. 2016 Oct 15; 143(20):3806-3816,PMC5087637,2024-07-13 20:25:13,27578797.0,CC BY
oa_package/4e/02/PMC8783357.tar.gz,J Clin Hypertens (Greenwich). 2021 Nov 9; 24(1):26-37,PMC8783357,2022-02-01 19:16:41,34750951.0,CC BY
oa_package/25/d3/PMC8140743.tar.gz,Curr Psychol. 2022 May 22; 41(10):7441-7447,PMC8140743,2022-09-23 19:17:29,34054261.0,CC BY
oa_package/45/54/PMC9159180.tar.gz,Int J Clin Pract. 2022 Apr 29; 2022:6004916,PMC9159180,2023-11-04 22:25:13,35685522.0,CC BY
oa_package/31/b8/PMC2730571.tar.gz,PLoS Genet. 2009 Sep 18; 5(9):e1000646,PMC2730571,2024-05-31 01:25:18,19763164.0,CC BY
oa_package/63/10/PMC9640795.tar.gz,Trials. 2022 Nov 8; 23:927,PMC9640795,2022-11-15 16:10:12,36348346.0,CC BY
oa_package/be/92/PMC10141384.tar.gz,Life (Basel). 2023 Apr 7; 13(4):963,PMC10141384,2023-04-30 23:25:12,37109492.0,CC BY
oa_package/ea/e4/PMC3016267.tar.gz,BMC Res Notes. 2010 Dec 7; 3:330,PMC3016267,2023-05-25 17:25:08,21138554.0,CC BY
oa_package/c4/82/PMC5006193.tar.gz,Int J Neuropsychopharmacol. 2016 Feb 23; 19(8):pyw020,PMC5006193,2025-01-09 09:26:08,26912607.0,CC BY-NC
oa_package/0b/ce/PMC12137542.tar.gz,Sci Rep. 2025 Jun 4; 15:19598,PMC12137542,2025-06-05 20:25:37,40467899.0,CC BY-NC-ND
oa_package/e0/ac/PMC12077034.tar.gz,Microb Cell Fact. 2025 May 14; 24:107,PMC12077034,2025-05-16 11:25:13,40369557.0,CC BY
oa_package/75/e1/PMC3346705.tar.gz,PLoS Biol. 2012 May 3; 10(5):10.1371/annotation/6830e1ff-b565-4054-bae6-02939f625cfe,PMC3346705,2016-12-04 14:53:48,,CC BY
oa_package/e6/fe/PMC6997909.tar.gz,Toxicol Rep. 2020 Jan 27; 7:217-232,PMC6997909,2024-04-21 21:25:18,32042599.0,CC BY-NC-ND
oa_package/76/d9/PMC4006257.tar.gz,J R Soc Interface. 2014 Jun 6; 11(95):20140165,PMC4006257,2019-01-30 11:56:06,24671940.0,CC BY
oa_package/fc/13/PMC8304602.tar.gz,Nanomaterials (Basel). 2021 Jun 23; 11(7):1649,PMC8304602,2024-04-02 19:25:13,34201582.0,CC BY
oa_package/cb/c2/PMC12234359.tar.gz,J Expo Sci Environ Epidemiol. 2025 Mar 14; 35(4):649-660,PMC12234359,2025-07-08 20:25:41,40087530.0,CC BY
oa_package/b6/1b/PMC6134656.tar.gz,J Int Med Res. 2018 Aug 12; 46(8):3042-3052,PMC6134656,2018-09-13 20:04:34,29996676.0,CC BY-NC
oa_package/80/4f/PMC3386624.tar.gz,Viruses. 2012 May 21; 4(5):847-877,PMC3386624,2025-08-11 09:25:22,22754652.0,CC BY
oa_package/24/01/PMC8528105.tar.gz,Microbiol Spectr.; 9(2):e00473-21,PMC8528105,2024-09-10 19:25:43,34668726.0,CC BY
oa_package/05/7a/PMC5541078.tar.gz,Cardiovasc Intervent Radiol. 2017 May 17; 40(9):1344-1350,PMC5541078,2017-08-17 20:08:21,28516272.0,CC BY
oa_package/95/f3/PMC5848612.tar.gz,Genome Res. 2018 Mar; 28(3):334-344,PMC5848612,2022-11-14 07:10:16,29449408.0,CC BY-NC
oa_package/02/7a/PMC12629812.tar.gz,Cell Rep Med. 2025 Oct 9; 6(10):102415,PMC12629812,2025-11-22 01:25:12,41072409.0,CC BY-NC-ND
oa_package/91/76/PMC10851017.tar.gz,Kidney Int Rep. 2023 Nov 3; 9(2):214-224,PMC10851017,2024-10-26 07:25:37,38344731.0,CC BY
oa_package/f1/5d/PMC5253033.tar.gz,Hospital (Lond 1886). 1897 Sep 11; 22(572):404b,PMC5253033,2018-06-06 21:44:40,29832404.0,CC BY
oa_package/4f/82/PMC7375700.tar.gz,MedEdPORTAL.; 16:10918,PMC7375700,2021-10-29 00:16:36,32715088.0,CC BY-NC
oa_package/b3/bd/PMC5545856.tar.gz,Microbiome. 2017 Aug 7; 5:90,PMC5545856,2025-06-25 10:25:15,28780905.0,CC BY
oa_package/f2/7c/PMC7389381.tar.gz,Radiat Oncol. 2020 Jul 29; 15:180,PMC7389381,2024-04-26 21:25:13,32727497.0,CC BY
oa_package/f3/70/PMC5954351.tar.gz,Biomacromolecules. 2018 May 14; 19(5):1435-1444,PMC5954351,2019-12-27 11:56:12,29161516.0,NO-CC CODE
oa_package/cd/f4/PMC6110777.tar.gz,Sci Rep. 2018 Aug 27; 8:12847,PMC6110777,2018-08-30 20:04:28,30150777.0,CC BY
oa_package/cd/ab/PMC12364893.tar.gz,Front Microbiol. 2025 Aug 6; 16:1634547,PMC12364893,2025-08-22 05:25:18,40842828.0,CC BY
oa_package/49/b6/PMC7962929.tar.gz,Int J Hematol. 2021 Mar 16; 114(1):109-115,PMC7962929,2022-07-01 23:16:52,33728556.0,NO-CC CODE
oa_package/b2/14/PMC12100867.tar.gz,Acta Epileptol. 2025 May 23; 7:30,PMC12100867,2025-05-24 06:26:28,40405274.0,CC BY
oa_package/81/e2/PMC6054044.tar.gz,Chem Sci. 2015 Nov 1; 6(11):6515-6524,PMC6054044,2022-02-15 12:16:41,30090270.0,CC BY
oa_package/28/67/PMC12006042.tar.gz,Front Public Health. 2025 Apr 4; 13:1573760,PMC12006042,2025-04-21 05:25:19,40255375.0,CC BY
oa_package/8a/88/PMC2491419.tar.gz,Immunogenetics. 2008 Jun 27; 60(9):551-555,PMC2491419,2021-03-06 18:16:34,18584168.0,CC BY-NC
oa_package/fa/b2/PMC11836632.tar.gz,Cureus.; 17(1):e77691,PMC11836632,2025-02-22 16:25:19,39974266.0,CC BY
oa_package/a2/c5/PMC8972493.tar.gz,J Am Coll Cardiol. 2022 Mar 8; 79(9):2147,PMC8972493,2023-03-07 19:10:13,,NO-CC CODE
oa_package/8d/21/PMC9202373.tar.gz,Mol Cell Biol.; 42(6):e00522-21,PMC9202373,2022-06-16 20:16:42,35499331.0,CC BY
oa_package/59/d8/PMC5724486.tar.gz,BJOG. 2017 Dec 17; 124(13):1928-1940,PMC5724486,2024-10-30 13:25:16,28445596.0,CC BY
oa_package/93/14/PMC11219704.tar.gz,Infect Dis Ther. 2024 Jul 3; 13(7):1621-1637,PMC11219704,2024-07-03 20:25:22,38829440.0,CC BY-NC
oa_package/63/e1/PMC9160406.tar.gz,Toxicon X. 2022 May 27; 15:100126,PMC9160406,2022-06-13 00:16:39,35663624.0,CC BY-NC-ND
oa_package/b7/eb/PMC11821875.tar.gz,Sci Rep. 2025 Feb 12; 15:5299,PMC11821875,2025-02-13 19:25:46,39939675.0,CC BY
oa_package/8c/91/PMC8150730.tar.gz,Materials (Basel). 2021 May 11; 14(10):2487,PMC8150730,2024-05-03 19:25:13,34064935.0,CC BY
oa_package/e7/44/PMC11660581.tar.gz,BMC Anesthesiol. 2024 Dec 20; 24:468,PMC11660581,2024-12-22 07:25:36,39707181.0,CC BY-NC-ND
oa_package/a2/c4/PMC9298158.tar.gz,J Psychiatr Res. 2022 Oct 20; 154:10,PMC9298158,2022-12-14 19:10:11,35870441.0,NO-CC CODE
oa_package/60/01/PMC7066159.tar.gz,Sci Rep. 2020 Mar 11; 10:4491,PMC7066159,2024-03-27 09:25:14,32161297.0,CC BY
oa_package/c8/92/PMC5484678.tar.gz,Sci Rep. 2017 Jun 26; 7:4249,PMC5484678,2025-06-24 09:25:29,28652612.0,CC BY
oa_package/c6/cd/PMC8163342.tar.gz,Chem Sci.; 11(32):8595-8599,PMC8163342,2021-06-14 11:16:25,34123119.0,CC BY
oa_package/cf/e5/PMC12495879.tar.gz,Clin Epigenetics. 2025 Oct 3; 17:163,PMC12495879,2025-10-06 04:25:43,41044773.0,CC BY-NC-ND
oa_package/f6/02/PMC6722226.tar.gz,Front Cell Infect Microbiol. 2019 Aug 28; 9:306,PMC6722226,2024-04-19 13:25:29,31555606.0,CC BY
oa_package/94/ef/PMC7429405.tar.gz,Psychol Res Behav Manag. 2020 Aug 12; 13:665-679,PMC7429405,2024-03-28 12:25:24,32848483.0,CC BY-NC
oa_package/ad/f3/PMC8999347.tar.gz,J Clin Med. 2022 Apr 3; 11(7):2012,PMC8999347,2022-04-18 11:16:41,35407620.0,CC BY
oa_package/66/14/PMC4705520.tar.gz,Sci Rep. 2016 Jan 8; 6:18969,PMC4705520,2016-02-03 21:18:00,26743811.0,CC BY
oa_package/17/46/PMC10004622.tar.gz,Materials (Basel). 2023 Feb 26; 16(5):1934,PMC10004622,2023-03-12 12:10:32,36903049.0,CC BY
oa_package/07/6a/PMC11132051.tar.gz,Adv Sci (Weinh). 2024 Mar 25; 11(20):2306059,PMC11132051,2024-05-29 06:25:20,38528665.0,CC BY
oa_package/9e/a3/PMC9194742.tar.gz,Clin Transl Allergy. 2022 Jun 14; 12(6):e12153,PMC9194742,2024-08-28 18:25:13,35734271.0,CC BY
oa_package/e6/ef/PMC12169316.tar.gz,Innovation (Camb). 2025 Mar 13; 6(6):100879,PMC12169316,2025-06-18 05:25:44,40528891.0,CC BY
oa_package/7c/fe/PMC7432029.tar.gz,Int J Mol Sci. 2020 Jul 28; 21(15):5354,PMC7432029,2024-03-29 20:25:16,32731412.0,CC BY
oa_package/1d/e9/PMC3584554.tar.gz,Int J Oncol. 2011 Nov 10; 40(4):1011-1019,PMC3584554,2024-06-29 21:25:25,22075705.0,CC BY
oa_package/7e/de/PMC4419491.tar.gz,BMC Geriatr. 2015 Apr 29; 15:56,PMC4419491,2015-05-05 20:08:59,25928876.0,CC BY
oa_package/86/79/PMC10997607.tar.gz,Sci Rep. 2024 Apr 5; 14:8043,PMC10997607,2025-06-16 01:25:14,38580733.0,CC BY
oa_package/f3/4e/PMC2756395.tar.gz,Planta. 2008 Jan 9; 227(2):453-464,PMC2756395,2025-06-06 23:25:39,17924138.0,NO-CC CODE
oa_package/c3/55/PMC9684022.tar.gz,Can Geriatr J. 2022 Dec 1; 25(4):347-367,PMC9684022,2022-12-12 11:10:12,36505916.0,CC BY-NC-ND
oa_package/32/5c/PMC10099670.tar.gz,Eur J Heart Fail. 2023 Jan 23; 25(1):43-51,PMC10099670,2023-04-14 00:10:11,36196060.0,CC BY-NC-ND
oa_package/90/5e/PMC2760713.tar.gz,Surg Endosc. 2009 Jan 1; 23(10):2221-2228,PMC2760713,2024-03-29 21:25:12,19118427.0,CC BY-NC
oa_package/c5/da/PMC5471204.tar.gz,Sci Rep. 2017 Jun 14; 7:3461,PMC5471204,2023-08-04 14:25:09,28615636.0,CC BY
oa_package/f1/01/PMC12489274.tar.gz,Facts Views Vis Obgyn.; 17(3):253-262,PMC12489274,2025-10-02 20:25:14,41029999.0,CC BY-NC
oa_package/67/71/PMC12456485.tar.gz,O G Open. 2024 Aug 1; 1(3):21,PMC12456485,2025-09-26 09:25:35,41001220.0,CC BY-NC-ND
oa_package/cb/b3/PMC9059638.tar.gz,RSC Adv.; 9(2):824-838,PMC9059638,2024-03-10 12:25:10,35517600.0,CC BY-NC
oa_package/08/48/PMC10339507.tar.gz,J Neuroinflammation. 2023 Jul 13; 20:164,PMC10339507,2023-07-15 00:25:09,37443034.0,CC BY
oa_package/72/c9/PMC5147371.tar.gz,Plast Reconstr Surg Glob Open. 2016 Sep 16; 4(9 Suppl):225-226,PMC5147371,2016-12-15 19:08:21,,CC BY-NC-ND
oa_package/55/ad/PMC8621794.tar.gz,Nanomaterials (Basel). 2021 Oct 25; 11(11):2825,PMC8621794,2024-05-07 22:25:13,34835591.0,CC BY
oa_package/87/8f/PMC11354494.tar.gz,Int J Mol Sci. 2024 Aug 19; 25(16):9004,PMC11354494,2025-08-13 11:25:43,39201689.0,CC BY
oa_package/ce/9f/PMC3521206.tar.gz,BMC Cardiovasc Disord. 2012 Nov 1; 12:99,PMC3521206,2013-01-16 14:01:28,23116367.0,CC BY
oa_package/2c/d9/PMC10455879.tar.gz,J Fungi (Basel). 2023 Aug 11; 9(8):838,PMC10455879,2023-08-28 02:25:21,37623609.0,CC BY
oa_package/3e/db/PMC9406713.tar.gz,Cells. 2022 Aug 10; 11(16):2479,PMC9406713,2022-08-27 22:22:36,36010556.0,CC BY
oa_package/36/50/PMC5439370.tar.gz,Curr Genomics. 2017 Jun; 18(3):227-235,PMC5439370,2017-11-30 19:13:08,28603453.0,CC BY-NC
oa_package/47/3d/PMC7415467.tar.gz,Prog Orthod. 2020 Aug 10; 21:25,PMC7415467,2022-08-17 20:45:19,32776156.0,CC BY
oa_package/17/12/PMC3151933.tar.gz,Acta Crystallogr Sect E Struct Rep Online. 2011 Jun 25; 67(Pt 7):m991,PMC3151933,2018-10-12 13:36:48,21836963.0,CC BY
oa_package/37/7a/PMC6839622.tar.gz,Adv Sci (Weinh). 2019 Sep 6; 6(21):1900762,PMC6839622,2024-07-20 20:25:14,31728275.0,CC BY
oa_package/16/0d/PMC7066413.tar.gz,Case Rep Infect Dis. 2020 Feb 28; 2020:1017689,PMC7066413,2020-03-18 20:33:59,32181028.0,CC BY
oa_package/04/cc/PMC6926287.tar.gz,Internet Interv. 2019 Aug 28; 18:100274,PMC6926287,2024-04-21 12:25:14,31890623.0,CC BY-NC-ND
oa_package/6a/71/PMC8735569.tar.gz,Buffalo Med J. 1906 Mar; 61(8):481-493,PMC8735569,2023-03-10 11:10:17,36886945.0,CC0
oa_package/b2/c2/PMC6078021.tar.gz,Ann Card Anaesth. 2018 Jul-Sep; 21(3):243-248,PMC6078021,2018-08-21 20:04:31,30052209.0,CC BY-NC-SA
oa_package/08/5d/PMC5196392.tar.gz,Nat Commun. 2016 Dec 23; 7:13987,PMC5196392,2024-03-25 07:25:27,28008907.0,CC BY-NC-ND
oa_package/72/64/PMC4870568.tar.gz,Sci Rep. 2016 May 18; 6:26129,PMC4870568,2016-06-01 20:08:30,27188450.0,CC BY
oa_package/21/6d/PMC3173576.tar.gz,Immunol Cell Biol. 2012 Feb 17; 90(2):224-234,PMC3173576,2024-06-06 06:48:32,21577229.0,NO-CC CODE
oa_package/92/7f/PMC5714155.tar.gz,Secur Dialogue. 2017 Dec 25; 48(6):541-559,PMC5714155,2017-12-26 21:00:54,29276346.0,CC BY-NC
oa_package/b9/be/PMC10932541.tar.gz,eLife.; 12:RP92079,PMC10932541,2024-03-13 08:25:11,38470243.0,CC BY
oa_package/32/cb/PMC7609816.tar.gz,Front Physiol. 2020 Oct 21; 11:562080,PMC7609816,2024-04-30 08:25:36,33192559.0,CC BY
oa_package/00/0d/PMC3443390.tar.gz,J Mol Biol. 2012 Oct 5; 422(5):617-634,PMC3443390,2015-08-26 11:21:29,22841691.0,CC BY
oa_package/ed/41/PMC11672019.tar.gz,Arch Dis Child Fetal Neonatal Ed. 2024 Jul 2; 110(1):e326960,PMC11672019,2024-12-27 19:25:34,38960453.0,CC BY
oa_package/95/c3/PMC4643335.tar.gz,Sci Rep. 2015 Nov 13; 5:16139,PMC4643335,2023-11-10 07:25:10,26563520.0,CC BY
oa_package/63/9c/PMC3661922.tar.gz,J Neuroimmune Pharmacol. 2013 Aug 25; 8(3):452-469,PMC3661922,2023-11-05 03:25:30,22923151.0,CC BY
oa_package/1f/59/PMC6771165.tar.gz,Hepatol Commun. 2019 Aug 13; 3(10):1311-1321,PMC6771165,2019-10-09 18:56:13,31592078.0,CC BY-NC-ND
oa_package/ba/a1/PMC11353951.tar.gz,Diagnostics (Basel). 2024 Aug 7; 14(16):1714,PMC11353951,2024-09-01 09:25:13,39202202.0,CC BY
